Player Name	Pos.	Birthdate	Birthplace	Province	Country	Start	End	GP	G	A	Pts	PIM	Yrs.	Lati	Longi
Sandis Ozolinsh	D	08/03/1972	Riga	 Latvia	Latvia	1992	2008	875	167	397	564	638	15		
Harijs Vitolinsh	C	04/30/1968	Riga	 Latvia	Latvia	1993	1994	8	0	0	0	4	1		
Peter Skudra	G	04/24/1973	Riga	 Latvia	Latvia	1997	2003	146	0	2	2	6	6		
Victor Ignatjev	D	04/26/1970	Riga	 Latvia	Latvia	1998	1999	11	0	1	1	6	1		
Herbert Vasiljevs	R	05/27/1976	Riga	 Latvia	Latvia	1998	2002	51	8	7	15	22	4		
Karlis Skrastins	D	07/09/1974	Riga	 Latvia	Latvia	1998	2011	832	32	104	136	375	12		
Kaspars Astashenko	D	02/07/1975	Riga	 Latvia	Latvia	1999	2001	23	1	2	3	8	2		
Raitis Ivanans	L	01/03/1979	Riga	 Latvia	Latvia	2005	2012	282	12	6	18	569	7		
Janis Sprukts	C	01/31/1982	Riga	 Latvia	Latvia	2006	2009	14	1	2	3	2	2		
Martins Karsums	R	02/26/1986	Riga	 Latvia	Latvia	2008	2009	24	1	5	6	6	1		
Viktor Tikhonov	L	05/12/1988	Riga	 Latvia	Latvia	2008	2009	61	8	8	16	20	1		
Oskars Bartulis	D	01/21/1987	Riga	 Latvia	Latvia	2009	2011	66	1	8	9	32	2		
Arturs Kulda	D	07/25/1988	Riga	 Latvia	Latvia	2009	2012	15	0	2	2	8	3		
Kaspars Daugavins	L	05/18/1988	Riga	 Latvia	Latvia	2009	2013	91	6	9	15	21	3		
Ed Hatoum	R	12/07/1947	Beruit	 Lebanon	Lebanon	1968	1971	47	3	6	9	25	3		
Darius Kasparaitis	D	10/16/1972	Elektrenai	 Lithuania	Lithuania	1992	2007	863	27	136	163	1379	14		
Dainius Zubrus	C	06/16/1978	Elektrenai	 Lithuania	Lithuania	1996	2013	1087	208	340	548	683	16		
Ed Kea	D	01/19/1948	Weesp	 Netherlands	Netherlands	1973	1983	583	30	145	175	508	10		
Akim Aliu	R	04/24/1989	Okene	 Nigeria	Nigeria	2011	2013	7	2	1	3	26	2		
Rumun Ndur	D	07/07/1975	Zaria	 Nigeria	Nigeria	1996	2000	69	2	3	5	137	4		
Patrick Thoresen	L	11/07/1983	Hamar	 Norway	Norway	2006	2008	106	6	18	24	66	2	60.798519	11.067376
Anders Myrvold	D	08/12/1975	Lorenskog	 Norway	Norway	1995	2004	33	0	5	5	12	4	59.927752	10.957478
Bill "Red" Johansen	C	07/27/1928	Oslo	 Norway	Norway	1949	1950	1	0	0	0	0	1	59.923978	10.753531
Bjorn Skaare		10/29/1958	Oslo	 Norway	Norway	1978	1979	1	0	0	0	0	1	59.923978	10.753531
Espen Knutsen	C	01/12/1972	Oslo	 Norway	Norway	1997	2004	207	30	81	111	105	5	59.923978	10.753531
Ole-Kristian Tollefsen	D	03/29/1984	Oslo	 Norway	Norway	2005	2010	163	4	8	12	296	5	59.923978	10.753531
Mats Zuccarello	R	09/01/1987	Oslo	 Norway	Norway	2010	2013	67	11	23	34	18	3	59.923978	10.753531
Jonas Holos	D	08/27/1987	Sarpsborg	 Norway	Norway	2010	2011	39	0	6	6	10	1		
Willi Plett	F	06/07/1955	Asuncion		Paraguay	1975	1988	834	222	215	437	2572	13		
Peter Sidorkiewicz	G	06/29/1963	Dabrown Bialostocka	 Poland	Poland	1987	1998	246	0	9	9	20	8	53.653527	23.34773
Nick Harbaruk	R	08/16/1943	Drohiczyn	 Poland	Poland	1969	1974	364	45	75	120	273	5	52.400292	22.658327
Mariusz Czerkawski	R	04/13/1972	Radomsko	 Poland	Poland	1993	2006	745	215	220	435	274	12	51.066349	19.443735
Krzysztof Oliwa	L	04/12/1973	Tychy	 Poland	Poland	1996	2006	410	17	28	45	1447	9	50.120872	19.019316
Joe Jerwa	D	01/22/1909	Warsaw	 Poland	Poland	1930	1939	234	29	58	87	299	6	52.229784	21.017249
Wojtek Wolski	L	02/24/1986	Zabrze	 Poland	Poland	2005	2013	451	99	168	267	113	8	50.324914	18.789441
John Miszuk	D	09/29/1940	Naliboki	now belarus	Poland	1963	1970	237	7	39	46	232	6	53.768156	26.475774
Eddie Leier	C	11/03/1927			Poland	1949	1951	16	2	1	3	2	2		
Sergei Krivokrasov	R	04/15/1974	Angarsk	 Russia	Russia	1992	2002	450	86	109	195	288	10	52.517288	103.91771
Dmitry Afanasenkov	L	05/12/1980	Arkhangelsk	 Russia	Russia	2000	2007	227	27	27	54	52	5		
Mikhail Yakubov	C	02/16/1982	Barnaul	 Russia	Russia	2003	2006	53	2	10	12	20	2	53.367131	83.749816
Ivan Vishnevskiy	D	02/18/1988	Barnaul	 Russia	Russia	2008	2010	5	0	2	2	2	2	53.367131	83.749816
Maxim Bets	L	01/31/1974	Chelyabinsk	 Russia	Russia	1993	1994	3	0	0	0	0	1	55.179398	61.422202
Denis Tsygurov	D	02/26/1971	Chelyabinsk	 Russia	Russia	1993	1996	51	1	5	6	45	3	55.179398	61.422202
Andrei Nazarov	L	05/22/1974	Chelyabinsk	 Russia	Russia	1993	2006	571	53	71	124	1409	12	55.179398	61.422202
Valeri Karpov	L	08/05/1971	Chelyabinsk	 Russia	Russia	1994	1997	76	14	15	29	32	3	55.179398	61.422202
Sergei Gonchar	D	04/13/1974	Chelyabinsk	 Russia	Russia	1994	2013	1177	217	558	775	943	18	55.179398	61.422202
Vitali Yachmenev	L	01/08/1975	Chelyabinsk	 Russia	Russia	1995	2003	487	83	133	216	88	8	55.179398	61.422202
Dmitri Tertyshny	D	12/26/1976	Chelyabinsk	 Russia	Russia	1998	1999	62	2	8	10	30	1	55.179398	61.422202
Alexandre Boikov	D	02/07/1975	Chelyabinsk	 Russia	Russia	1999	2001	10	0	0	0	15	2	55.179398	61.422202
Dmitri Kalinin	D	07/22/1980	Chelyabinsk	 Russia	Russia	1999	2009	539	36	126	162	321	9	55.179398	61.422202
Stanislav Chistov	L	04/17/1983	Chelyabinsk	 Russia	Russia	2002	2007	196	19	42	61	116	3	55.179398	61.422202
Alexei Kaigorodov	C	07/29/1983	Chelyabinsk	 Russia	Russia	2006	2007	6	0	1	1	0	1	55.179398	61.422202
Ilya Zubov	C	02/14/1987	Chelyabinsk	 Russia	Russia	2007	2009	11	0	2	2	0	2	55.179398	61.422202
Evgeny Dadonov	R	03/12/1989	Chelyabinsk	 Russia	Russia	2009	2012	55	10	10	20	16	3	55.179398	61.422202
Vyacheslav Voynov	D	01/15/1990	Chelyabinsk	 Russia	Russia	2011	2013	102	14	31	45	26	2	55.179398	61.422202
Dmitri Yushkevich	D	11/19/1971	Cherepovets	 Russia	Russia	1992	2003	786	43	182	225	659	11	59.134478	37.91278
Igor Nikulin	R	08/26/1972	Cherepovets	 Russia	Russia	1996	1997	0	0	0	0	0	1	59.134478	37.91278
Vladimir Vorobiev	R	11/02/1972	Cherepovets	 Russia	Russia	1996	1999	33	9	7	16	14	3	59.134478	37.91278
Sergei Vyshedkevich	D	01/03/1975	Dedovsk	 Russia	Russia	1999	2001	30	2	5	7	16	2	55.867278	37.132488
Alexei Kudashov	C	07/21/1971	Elektrostal	 Russia	Russia	1993	1994	25	1	0	1	4	1	55.787202	38.450591
Alexander Suglobov	R	01/15/1982	Elektrostal	 Russia	Russia	2003	2007	18	1	0	1	4	3	55.787202	38.450591
Vladimir Zharkov	R	01/10/1988	Elektrostal	 Russia	Russia	2009	2012	82	2	12	14	10	3	55.787202	38.450591
Grigori Panteleev	L	11/13/1972	Gastello	 Russia	Russia	1992	1996	54	8	6	14	12	4	49.109092	142.961636
Ivan Novoseltsev	R	01/23/1979	Golitsino	 Russia	Russia	1999	2004	234	31	44	75	112	5	55.615178	36.986268
Andrei Kovalenko	R	06/07/1970	Gorky	 Russia	Russia	1992	2001	620	173	206	379	389	9	56.331397	43.978244
Fedor Tyutin	D	07/19/1983	Izhevsk	 Russia	Russia	2003	2013	606	46	161	207	398	9	56.834709	53.179349
Evgeny Konstantinov	G	03/29/1981	Kazan	 Russia	Russia	2000	2003	2	0	0	0	2	2	55.806694	49.106262
Alexander Burmistrov	C	10/21/1991	Kazan	 Russia	Russia	2010	2013	194	23	35	58	83	3	55.806694	49.106262
Denis Arkhipov	C	05/19/1979	Kazan	 Russia	Russia	2000	2007	352	56	82	138	128	5	56.834709	53.179349
Alexander Mogilny	R	02/18/1969	Khabarovsk	 Russia	Russia	1989	2006	990	473	559	1032	432	16	48.517404	135.103127
Evgeny Grachev	L	02/21/1990	Khabarovsk	 Russia	Russia	2010	2012	34	1	3	4	2	2	48.517404	135.103127
Mikhail Grigorenko	C	05/16/1994	Khabarovsk	 Russia	Russia	2012	2013	25	1	4	5	0	1	48.517404	135.103127
Vitaly Vishnevsky	D	03/18/1980	Kharkov	 Russia	Russia	1999	2008	552	16	52	68	494	8	49.997613	36.230351
Alexander Semin	R	03/03/1984	Krasnojarsk	 Russia	Russia	2003	2013	513	210	242	452	496	8	56.015025	92.915859
Igor Ulanov	D	10/01/1969	Krasnokamsk	 Russia	Russia	1991	2006	739	27	135	162	1151	14	58.083989	55.750443
Maxim Galanov	D	03/13/1974	Krasnoyarsk	 Russia	Russia	1997	2001	122	8	12	20	44	4	56.017328	92.921352
Victor Nechayev	F	01/28/1955	Kuybichevki-Voftocha	 Russia	Russia	1982	1983	3	1	0	1	0	1		
Alexei Kasatonov	D	10/14/1959	Leningrad	 Russia	Russia	1989	1996	383	38	122	160	326	7	59.93637	30.314071
Mikhail Kravets	R	11/12/1963	Leningrad	 Russia	Russia	1991	1993	2	0	0	0	0	2	59.93637	30.314071
Maxim Sushinski	R	07/01/1974	Leningrad	 Russia	Russia	2000	2001	30	7	4	11	29	1	59.93637	30.314071
Maksim Mayorov	L	03/26/1989	Leninogorsk	 Russia	Russia	2008	2012	22	2	1	3	2	4		
Kirill Safronov	D	02/26/1981	Lenningrad	 Russia	Russia	2001	2003	35	2	2	4	16	2		
Maxim Balmochnykh	L	03/07/1979	Lipetsk	 Russia	Russia	1999	2000	6	0	1	1	2	1		
Dmitri Kulikov	D	10/29/1990	Lipetsk	 Russia	Russia	2009	2013	232	16	64	80	135	4		
Evgeni Malkin	C	07/31/1986	Magnitogorsk	 Russia	Russia	2006	2013	458	217	343	560	462	7		
Nikolai Kulemin	W	07/14/1986	Magnitogorsk	 Russia	Russia	2008	2013	351	75	100	175	88	5		
Alexandre Pechurskiy	G	06/04/1990	Magnitogorsk	 Russia	Russia	2009	2010	1	0	0	0	0	1		
Sergei Pryakhin	R	12/07/1963	Moscow	 Russia	Russia	1988	1991	46	3	8	11	2	3	55.770655	37.605029
Viacheslav Fetisov	D	04/20/1958	Moscow	 Russia	Russia	1989	1998	546	36	192	228	656	9	55.770655	37.605029
Sergei Kharin	C	02/20/1963	Moscow	 Russia	Russia	1990	1991	7	2	3	5	2	1	55.770655	37.605029
Igor Vyazmikin	L	01/08/1966	Moscow	 Russia	Russia	1990	1991	4	1	0	1	0	1	55.770655	37.605029
Alexei Gusarov	D	07/08/1964	Moscow	 Russia	Russia	1990	2001	607	39	128	167	313	11	55.770655	37.605029
Dmitri Mironov	D	12/25/1965	Moscow	 Russia	Russia	1991	2001	556	54	206	260	568	10	55.770655	37.605029
Sergei Nemchinov	C	01/14/1964	Moscow	 Russia	Russia	1991	2002	761	152	193	345	251	11	55.770655	37.605029
Pavel Bure	R	03/31/1971	Moscow	 Russia	Russia	1991	2003	702	437	342	779	484	12	55.770655	37.605029
Vitali Karamnov	L	07/06/1968	Moscow	 Russia	Russia	1992	1995	92	12	20	32	65	3	55.770655	37.605029
Vitali Prokhorov	L	12/25/1966	Moscow	 Russia	Russia	1992	1995	83	19	11	30	35	3	55.770655	37.605029
Yuri Khmylev	L	08/09/1964	Moscow	 Russia	Russia	1992	1997	263	64	88	152	133	5	55.770655	37.605029
Andrei Trefilov	G	08/31/1969	Moscow	 Russia	Russia	1992	1999	54	0	0	0	10	7	55.770655	37.605029
Oleg Petrov	R	04/18/1971	Moscow	 Russia	Russia	1992	2003	382	72	115	187	101	8	55.770655	37.605029
Igor Korolev	C	09/06/1970	Moscow	 Russia	Russia	1992	2004	795	119	227	346	330	12	55.770655	37.605029
Alexei Zhamnov	C	10/01/1970	Moscow	 Russia	Russia	1992	2006	807	249	470	719	668	13	55.770655	37.605029
Sergei Zubov	D	07/22/1970	Moscow	 Russia	Russia	1992	2009	1068	152	619	771	337	16	55.770655	37.605029
Mikhail Shtalenkov	G	10/20/1965	Moscow	 Russia	Russia	1993	2000	224	0	6	6	14	7	55.770655	37.605029
German Titov	C	10/18/1965	Moscow	 Russia	Russia	1993	2002	624	157	220	377	311	9	55.770655	37.605029
Boris Mironov	D	03/21/1972	Moscow	 Russia	Russia	1993	2004	716	76	231	307	891	11	55.770655	37.605029
Alexander Karpovtsev	D	04/07/1970	Moscow	 Russia	Russia	1993	2006	596	34	154	188	430	12	55.770655	37.605029
Alexander Selivanov	L	03/23/1971	Moscow	 Russia	Russia	1994	2001	459	121	114	235	379	7	55.770655	37.605029
Valeri Bure	R	06/13/1974	Moscow	 Russia	Russia	1994	2004	621	174	226	400	221	10	55.770655	37.605029
Sergei Brylin	C	01/13/1974	Moscow	 Russia	Russia	1994	2008	765	129	179	308	273	13	55.770655	37.605029
Ruslan Batyrshin	D	02/19/1975	Moscow	 Russia	Russia	1995	1996	2	0	0	0	6	1	55.770655	37.605029
Vladimir Tsyplakov	L	04/18/1969	Moscow	 Russia	Russia	1995	2001	331	69	101	170	90	6	55.770655	37.605029
Alexander Korolyuk	R	01/15/1976	Moscow	 Russia	Russia	1997	2004	296	62	80	142	140	6	55.770655	37.605029
Alexei Morozov	R	02/16/1977	Moscow	 Russia	Russia	1997	2004	451	84	135	219	98	7	55.770655	37.605029
Danil Markov	D	07/30/1976	Moscow	 Russia	Russia	1997	2007	538	29	118	147	456	9	55.770655	37.605029
Sergei Samsonov	L	10/27/1978	Moscow	 Russia	Russia	1997	2011	888	235	336	571	209	13	55.770655	37.605029
Andrei Skopintsev	D	09/28/1971	Moscow	 Russia	Russia	1998	2001	40	2	4	6	32	3	55.770655	37.605029
Oleg Kvasha	L	07/26/1978	Moscow	 Russia	Russia	1998	2006	493	81	136	217	335	7	55.770655	37.605029
Alexandre Volchkov	R	09/25/1977	Moscow	 Russia	Russia	1999	2000	3	0	0	0	0	1	55.770655	37.605029
Evgeny Korolev	D	07/24/1978	Moscow	 Russia	Russia	1999	2002	42	1	4	5	20	3	55.770655	37.605029
Oleg Saprykin	L	02/12/1981	Moscow	 Russia	Russia	1999	2007	325	55	82	137	240	7	55.770655	37.605029
Maxim Afinogenov	R	09/04/1979	Moscow	 Russia	Russia	1999	2010	651	158	237	395	486	10	55.770655	37.605029
Alexander Kharitonov	R	03/30/1976	Moscow	 Russia	Russia	2000	2002	71	7	15	22	12	2	55.770655	37.605029
Alexander Khavanov	D	01/30/1972	Moscow	 Russia	Russia	2000	2006	348	27	75	102	233	5	55.770655	37.605029
Fedor Fedorov	C	06/11/1981	Moscow	 Russia	Russia	2002	2006	18	0	2	2	14	3	55.770655	37.605029
Alexander Frolov	L	06/19/1982	Moscow	 Russia	Russia	2002	2011	579	175	222	397	218	8	55.770655	37.605029
Anton Volchenkov	D	02/25/1982	Moscow	 Russia	Russia	2002	2013	594	19	99	118	404	10	55.770655	37.605029
Timofei Shishkanov	L	06/10/1983	Moscow	 Russia	Russia	2003	2006	24	3	2	5	6	2	55.770655	37.605029
Evgeny Artyukhin	W	04/04/1983	Moscow	 Russia	Russia	2005	2010	199	19	30	49	313	3	55.770655	37.605029
Alex Ovechkin	R	09/17/1985	Moscow	 Russia	Russia	2005	2013	601	371	364	735	408	8	55.770655	37.605029
Enver Lisin	R	04/22/1986	Moscow	 Russia	Russia	2006	2010	135	24	18	42	64	4	55.770655	37.605029
Denis Tolpeko	L	01/29/1985	Moscow	 Russia	Russia	2007	2008	26	1	5	6	24	1	55.770655	37.605029
Nikita Filatov	L	05/25/1990	Moscow	 Russia	Russia	2008	2012	53	6	8	14	20	4	55.770655	37.605029
Sergei Shirokov	R	03/10/1986	Moscow	 Russia	Russia	2009	2011	8	1	0	1	2	2	55.770655	37.605029
Roman Oksiuta	R	08/21/1970	Murmansk	 Russia	Russia	1993	1997	153	46	41	87	100	4		
Roman Lyashenko	C	05/02/1979	Murmansk	 Russia	Russia	1999	2003	139	14	9	23	55	4		
Nikita Alexeev	W	12/27/1981	Murmansk	 Russia	Russia	2001	2007	159	20	17	37	28	3		
Alexei Semenov	D	04/10/1981	Murmansk	 Russia	Russia	2002	2009	211	7	26	33	249	6		
Ravil Gusmanov	L	07/25/1972	Naberezhnye Chelny	 Russia	Russia	1995	1996	4	0	0	0	0	1		
Nail Yakupov	R	10/06/1993	Nizhnekamsk	 Russia	Russia	2012	2013	48	17	14	31	24	1		
Sergei Gusev	D	07/31/1975	Nizhniy Tagil	 Russia	Russia	1997	2001	89	4	10	14	34	4		
Igor Radulov	L	08/23/1982	Nizhny Tagil	 Russia	Russia	2002	2004	43	9	7	16	22	2		
Alexander Radulov	R	07/05/1986	Nizhny Tagil	 Russia	Russia	2006	2012	154	47	55	102	74	3		
Evgeny Namestnikov	D	10/09/1971	Novgorod	 Russia	Russia	1993	2000	43	0	9	9	24	6		
Sergei Zinovjev	C	03/04/1980	Novokuznetsk	 Russia	Russia	2003	2004	10	0	1	1	2	1		
Sergei Bobrovsky	G	09/20/1988	Novokuznetsk	 Russia	Russia	2010	2013	121	0	2	2	2	3		
Dmitri Orlov	D	07/23/1991	Novokuznetsk	 Russia	Russia	2011	2013	65	3	17	20	18	2		
Sergei Klimovich	C	05/08/1974	Novosibirsk	 Russia	Russia	1996	1997	1	0	0	0	2	1		
Evgeny Shaldybin	D	07/29/1975	Novosibirsk	 Russia	Russia	1996	1997	3	1	0	1	0	1		
Dmitri Nabokov	C	01/04/1977	Novosibirsk	 Russia	Russia	1997	2000	55	11	13	24	28	3		
Yan Golubovsky	D	03/09/1976	Novosibirsk	 Russia	Russia	1997	2001	56	1	7	8	32	4		
Vladimir Tarasenko	R	12/13/1991	Novosibirsk	 Russia	Russia	2012	2013	38	8	11	19	10	1		
Johnny Gottselig	L	06/24/1906	Odessa	 Russia	Russia	1928	1945	590	176	195	371	203	16		
Viktor Gordiouk	L	04/11/1970	Odintsovo	 Russia	Russia	1992	1995	26	3	8	11	0	2		
Alexandr Svitov	C	11/03/1982	Omsk	 Russia	Russia	2002	2007	179	13	24	37	223	3		
Nikita Nikitin	D	06/16/1986	Omsk	 Russia	Russia	2010	2013	140	11	39	50	45	3		
Dmitrij Jaskin	L	03/23/1993	Omsk	 Russia	Russia	2012	2013	2	0	0	0	0	1		
Maxim Kuznetsov	D	03/24/1977	Pavlodor	 Russia	Russia	2000	2004	136	2	8	10	137	4		
Yan Kaminsky	L	07/28/1971	Penza	 Russia	Russia	1993	1995	26	3	2	5	4	2		
Yuri Babenko	C	01/02/1978	Penza	 Russia	Russia	2000	2001	3	0	0	0	0	1		
Dmitri Filimonov	D	10/14/1971	Perm	 Russia	Russia	1993	1994	30	1	4	5	18	1		
Mikhail Kuleshov	L	01/07/1981	Perm	 Russia	Russia	2003	2004	3	0	0	0	0	1		
Alexander Nikulin	C	08/25/1985	Perm	 Russia	Russia	2007	2009	3	0	0	0	0	2		
Sergei Fedorov	C	12/13/1969	Pskov	 Russia	Russia	1990	2009	1248	483	696	1179	839	18		
Semyon Varlamov	G	04/27/1988	Samara	 Russia	Russia	2008	2013	147	0	3	3	6	5		
Val "Vic" Hoffinger	D	01/01/1901	Seltz	 Russia	Russia	1927	1929	26	0	1	1	30	2		
Andre Bashkirov	R	06/22/1970	Shelehov	 Russia	Russia	1998	2001	30	0	3	3	0	3		
Denis Chervyakov	D	04/20/1970	St. Petersburg	 Russia	Russia	1992	1993	2	0	0	0	2	1		
Alexei Yegorov	R	05/21/1975	St. Petersburg	 Russia	Russia	1995	1997	11	3	3	6	2	2		
Vladimir Malakhov	D	08/30/1968	Sverdlovsk	 Russia	Russia	1992	2006	712	86	260	346	697	13		
Alexei Yashin	C	11/05/1973	Sverdlovsk	 Russia	Russia	1993	2007	850	337	444	781	401	12		
Nikolai Khabibulin	G	01/13/1973	Sverdlovsk	 Russia	Russia	1994	2013	795	0	18	18	134	17		
Pavel Datsyuk	C	07/20/1978	Sverdlovsk	 Russia	Russia	2001	2013	779	255	512	767	200	11		
Vyacheslav Butsayev	C	06/13/1970	Togliatti	 Russia	Russia	1992	2000	132	17	26	43	133	6		
Alexei Kovalev	R	02/24/1973	Togliatti	 Russia	Russia	1992	2013	1316	430	599	1029	1304	19		
Viktor Kozlov	C	02/14/1975	Togliatti	 Russia	Russia	1994	2009	897	198	339	537	248	14		
Yuri Butsayev	L	10/11/1978	Togliatti	 Russia	Russia	1999	2003	99	10	4	14	28	4		
Ilya Bryzgalov	G	06/22/1980	Togliatti	 Russia	Russia	2001	2013	425	0	10	10	20	10		
Maxim Kondratiev	D	01/20/1983	Togliatti	 Russia	Russia	2003	2008	40	1	2	3	24	3		
Anton Klementyev	D	03/25/1990	Togliatti	 Russia	Russia	2009	2010	1	0	0	0	0	1		
Alexei Emelin	D	04/25/1986	Togliatti	 Russia	Russia	2011	2013	105	6	13	19	63	2		
Alexei Tezikov	D	06/22/1978	Tolyatti	 Russia	Russia	1998	2002	30	1	1	2	2	3		
Ilya Kovalchuk	L	04/15/1983	Tver	 Russia	Russia	2001	2013	816	417	399	816	516	11		
Alexei Smirnov	C	01/28/1982	Tver	 Russia	Russia	2002	2004	52	3	3	6	20	2		
Vladimir Chebaturkin	D	04/23/1975	Tyumen	 Russia	Russia	1997	2002	62	2	7	9	52	5		
Alexander Semak	C	02/11/1966	Ufa	 Russia	Russia	1991	1997	289	83	91	174	187	6		
Igor Kravchuk	D	09/13/1966	Ufa	 Russia	Russia	1991	2003	699	64	210	274	251	12		
Nikolai Tsulygin	D	05/29/1975	Ufa	 Russia	Russia	1996	1997	22	0	1	1	8	1		
Vadim Sharifijanov	L	12/23/1975	Ufa	 Russia	Russia	1996	2000	92	16	21	37	50	3		
Andrei Zyuzin	D	01/21/1978	Ufa	 Russia	Russia	1997	2008	496	38	82	120	446	10		
Andrey Zubarev	D	03/03/1987	Ufa	 Russia	Russia	2010	2011	4	0	1	1	4	1		
Petr Schastlivy	L	04/18/1979	Vikhorevka	 Russia	Russia	1999	2004	129	18	22	40	30	5		
Andrei Nikolishin	C	03/25/1973	Vorkuta	 Russia	Russia	1994	2004	628	93	187	280	270	10		
Igor Larionov	C	12/03/1960	Voskresensk	 Russia	Russia	1989	2004	921	169	475	644	474	14		
Valeri Zelepukin	L	09/17/1968	Voskresensk	 Russia	Russia	1991	2001	595	117	177	294	527	10		
Valeri Kamensky	L	04/18/1966	Voskresensk	 Russia	Russia	1991	2002	637	200	301	501	383	11		
Vyacheslav Kozlov	L	05/03/1972	Voskresensk	 Russia	Russia	1991	2010	1182	356	497	853	704	18		
Andrei Vasilyev	L	03/30/1972	Voskresensk	 Russia	Russia	1994	1999	16	2	5	7	6	4		
Sergei Berezin	L	11/05/1971	Voskresensk	 Russia	Russia	1996	2003	502	160	126	286	54	7		
Andrei Markov	D	12/20/1978	Voskresensk	 Russia	Russia	2000	2013	684	91	308	399	379	12		
Andrei Loktionov	C	05/30/1990	Voskresensk	 Russia	Russia	2009	2013	87	15	11	26	8	4		
Alexei Vasiliev	D	09/01/1977	Yaroslavl	 Russia	Russia	1999	2000	1	0	0	0	2	1		
Denis Grebeshkov	D	10/11/1983	Yaroslavl	 Russia	Russia	2003	2010	227	17	67	84	112	5		
Artem Anisimov	C	05/24/1988	Yaroslavl	 Russia	Russia	2008	2013	279	57	69	126	98	5		
Alexander Vasyunov	L	04/22/1988	Yaroslavl	 Russia	Russia	2010	2011	18	1	4	5	0	1		
Mikhail Tatarinov	D	07/16/1966	Angarsk	 USSR	Russia	1990	1994	161	21	48	69	184	4		
Sergei Makarov	R	06/19/1958	Chelyabinsk	 USSR	Russia	1989	1997	424	134	250	384	317	7		
Evgeny Davydov	L	05/27/1967	Chelyabinsk	 USSR	Russia	1991	1995	155	40	39	79	120	4		
Pavel Torgayev	C	01/25/1966	Gorky	 USSR	Russia	1995	2000	55	6	14	20	20	2		
Artem Chubarov	C	12/13/1979	Gorky	 USSR	Russia	1999	2004	228	25	33	58	40	5		
Sergei Petrenko	L	09/10/1968	Kharkov	 USSR	Russia	1993	1994	14	0	4	4	0	1		
Anatoli Semenov	C	03/05/1962	Moscow	 USSR	Russia	1989	1997	362	68	126	194	122	8		
Vladimir Konstantinov	D	03/19/1967	Murmansk	 USSR	Russia	1991	1997	446	47	128	175	838	6		
Anatoli Fedotov	D	05/11/1966	Saratov	 USSR	Russia	1992	1994	4	0	2	2	0	2		
Nikolai Borschevsky	R	01/12/1965	Tomsk	 USSR	Russia	1992	1996	162	49	73	122	44	4		
Andrei Lomakin	L	04/03/1964	Voskresensk	 USSR	Russia	1991	1995	215	42	62	104	92	4		
Dmitri Kvartalnov	R	03/25/1966	Voskresensk	 USSR	Russia	1992	1994	112	42	49	91	26	2		
Dmitry Bykov	D	05/05/1977		Izhevsk	Russia	2002	2003	71	2	10	12	43	1		
Vladimir Krutov	F	06/01/1960		Moscow	Russia	1989	1990	61	11	23	34	20	1		
Alexander Kerch	L	03/16/1967	Arkgangelsk		Russia	1993	1994	5	0	0	0	2	1		
Sergei Starikov	D	12/04/1958	Celyabinsk		Russia	1989	1990	16	0	1	1	8	1		
Sergei Mylnikov	G	10/06/1958	Chelyabinsk		Russia	1989	1990	10	0	0	0	0	1		
Chuck Gardiner	G	12/31/1904	Edinburgh	 Scotland	Scotland	1927	1934	316	0	0	0	2	7		
Tommy Anderson	D	07/09/1911	Edinburgh	 Scotland	Scotland	1934	1942	319	62	127	189	190	8		
George Grigor	C	09/03/1916	Edinburgh	 Scotland	Scotland	1943	1944	2	1	0	1	0	1		
Chuck Blair	R	07/23/1928	Edinburgh	 Scotland	Scotland	1948	1949	1	0	0	0	0	1		
Jim Ross	D	05/20/1926	Edinburgh	 Scotland	Scotland	1951	1953	62	2	11	13	29	2		
Alex Woods	G	01/10/1909	Falkirk	 Scotland	Scotland	1936	1937	1	0	0	0	0	1		
Alex Gray	R	06/21/1899	Glasgow	 Scotland	Scotland	1927	1929	51	7	0	7	32	2		
Andy Aitkenhead	G	03/06/1904	Glasgow	 Scotland	Scotland	1932	1935	106	0	0	0	0	3		
Gordie Clark	R	05/31/1952	Glasgow	 Scotland	Scotland	1974	1976	8	0	1	1	0	2		
Steve Smith	D	04/30/1963	Glasgow	 Scotland	Scotland	1984	2001	804	72	303	375	2139	16		
Adam Brown	L	02/04/1920	Johnstone	 Scotland	Scotland	1941	1952	391	104	113	217	378	10		
Irv Frew	D	08/16/1907	Kilsyth	 Scotland	Scotland	1933	1936	95	2	5	7	146	3		
Bob Whitelaw	D	10/05/1916	Motherwell	 Scotland	Scotland	1940	1942	32	0	2	2	2	2		
Jim Conacher	C	05/05/1921	Motherwell	 Scotland	Scotland	1945	1953	328	85	117	202	87	8		
Alex "Sandy" Fitzpatrick	C	12/22/1944	Paisley	 Scotland	Scotland	1964	1968	22	3	6	9	8	2		
Bill Thomson	R	03/23/1912	Troon-Ayrshire	 Scotland	Scotland	1938	1944	8	2	2	4	0	2		
George Carey	R			 Scotland	Scotland	1919	1924	72	22	8	30	14	5		
Bobby Connors	L	10/19/1904		 Scotland	Scotland	1926	1930	78	17	10	27	110	3		
Stan Smrke	L	09/02/1928	Belgrade	Serbia	Serbia	1956	1958	9	0	3	3	0	2		
Ivan Boldirev	C	08/15/1949	Zranjanin	Serbia	Serbia	1970	1985	1052	361	505	866	507	15		
